llm,model,version,run,filename,pylint_score,syntax_ok,imports_ratio,lines_of_code,execution_success,execution_time,filepath
GROK,grok-4-1-fast-reasoning,v2,10,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_124951.py,8.17,True,0.5,132,True,16.146971464157104,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_124951.py
GROK,grok-4-1-fast-reasoning,v2,10,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_125002.py,8.08,True,0.5,132,True,16.657894372940063,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_125002.py
GROK,grok-4-1-fast-reasoning,v3,10,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_131145.py,0.0,True,0.5,88,True,38.48678779602051,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_131145.py
GROK,grok-4-1-fast-reasoning,v3,10,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_131154.py,0.0,True,0.5,79,True,37.25847101211548,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_131154.py
CLAUDE,claude-sonnet-4-6,v1,10,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_122845.py,8.38,True,0.5,172,True,19.55456614494324,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_122845.py
CLAUDE,claude-sonnet-4-6,v1,10,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_122921.py,8.45,True,0.5,173,True,19.70517516136169,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_122921.py
CLAUDE,claude-sonnet-4-6,v2,10,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_125045.py,8.69,True,0.5,184,True,19.73429250717163,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_125045.py
CLAUDE,claude-sonnet-4-6,v2,10,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_125119.py,9.1,True,0.5,187,True,18.440266370773315,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_125119.py
CLAUDE,claude-sonnet-4-6,v3,10,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_131233.py,7.3,True,0.75,190,True,84.28735065460205,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_131233.py
CLAUDE,claude-sonnet-4-6,v3,10,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_131305.py,6.99,True,0.75,176,True,86.63801884651184,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_131305.py
